text,label,rating,source,restaurant,location
"Bad attitude and service. I asked for less sweet in the coffee but came out super sweet. Cannot even drink it, they said it’s like this cannot less sweet and offered to dilute the drink by adding more milk.. what’s the point anymore? Wouldn’t exchange it and said they’ll still charge the bill.",negative,1.0,google,Ole-Ole Bali @ Empire Shopping Gallery,Shah Alam
"We had the assam laksa which we found ok but not fantastic. Hiwever, We enjoyed the pie tee and lobak very much - would recommend ordering these if you go. Prices were reasonable. So if you are on mid valley or klcc, and fancy something from penang, go, but dont go out of your way to eat here ...",neutral,3.0,tripadvisor,Little Penang Kafe,KL
"The buffet dinner is a real disaster for us. Dishes are cold, chicken as chewy. Fish and meat does prepare well. Noodles - Curry or Laksa is tasteless.Oyster? Where? Mussel yes but its hard and chewy. The only 2 food ok maybe is sushi and dessert.",negative,2.0,tripadvisor,"Link Restaurant , Lower Ground , Hotel Pullman Bangsar ",KL
"Food here is moderate quality, nothing really special. We tried curry mee and nasi lemak with fish, only a small piece of fish is served. Chendol and drinks are too sweet to take until we've to ask the waiter to add more water.Overall speaking, I'd say you can have more authentic local delights in other restaurants in town with the same price or even cheaper price. So, why here?",negative,2.0,tripadvisor,Little Penang Cafe,KL
Small group function available here. cozy,positive,4.0,google,Pasta Path,Penang
"Well, I guess I now know why someone came up with the phrase 'Don't hold your breath'.The service was just okay. To say that it was super fantastic, then no, I'm sorry, but it wasn't.I liked the whole dark atmosphere, because it felt cosy. The only problem, for me, was that it was just way too crowded. No, not with people; it was crowded with, literally, junk. The place is already small enough; did they have to make it even worse by filling the place up with junk?I went with my family and friends, and our food took about forever and a day to arrive, and when it did, it was terribly disappointing. My lamb shank looked about the same size as my (then) skinny kitten's leg. I thought that maybe mine was the only small one, but it wasn't; my dad's and my friend's had skinny lamb shanks, too. I've had lamb elsewhere, and theirs were so much bigger, and so much more tender. The one in The Junk, though, was just so... blah. My mum's risotto looked so yummy, but tasted weird. My sister's dish, though, was humongous. What, fisherman's friend? Something like that. Anyway, I thought that it was worth the price, until I realised that it was only just topped with seafood, on top of a mountain of french fries, like sprinkles. When I realised that, I wanted to laugh, so loud, but I controlled myself. Needless to say, I don't think the food was worth it at all. Based on the prices, I expected it to, at least, taste good, but it didn't. If you're going to serve food like this, at least price it UNDER RM20, because that's all it's worth.And did I mention I hate the surroundings? The placement of JUNK throughout the place? Yeah, the place is called Junk, but you don't literally have to live up to the name and make it hard for everyone to find their footing when they walk around. Horrible!NOTE : One last thing; I know this only happened to me, but bear in mind that this could also happen to you.I had an iPod Touch, and I brought it with me to dinner here. After dinner, I accidentally left it at the table. I came back within five minute of leaving the place, when I realised that I'd misplaced my iPod. When I went back to my table, I talked to this one waiter, and asked him if he saw my iPod. He said that he didn't, and that he was the one who cleared the table. He looked extremely nervous, was fidgety, and was making a huge show that he didn't see it. He started pulling out chairs, looking under place mats, and almost got down to his knees to prove that it wasn't there. If the lighting had been better, I knew he'd have been sweating bullets. He even told me to search the trash can, because that's where HE threw whatever from the table when he cleaned up, and not long after he said that, he ran away from me as fast as he could. I can read people very well, and I tend to notice facial tics. The waiter? Guilty and nervous, he was trying to hide something. He tried to mislead me into thinking it was in one place, when, really, it was with him. I hate that, but I let him have my iPod. I can't do anything to him, so instead I'll just let the guilt literally kill him slowly, over time.Suffice to say, this place was terrible. I don't see why most everyone loves this place. It's overpriced, the food is disgusting and not even filling(even though we have to pay through our teeth for it), the employees are bloody dishonest and the place is way too littered with, I can't stress this enough, JUNK! You want a nice place to go for the evening? Don't consider going here. You're better off eating at Malay hawker stalls across river; at least their food is nice. Not to mention quite reasonably priced.",negative,1.0,tripadvisor,The Junk,Kuching
Pizza seems over priced and taste average. Buffalo wings looked like average nuggets from supermarket and the blue cheese didn't taste it at all.,negative,1.0,tripadvisor,Mikey's Original New York Pizza,KL
This place is really lack of staff as it is really take a long time to get someone to take your order.The food quality is good and portion is quite okay. I am small eater so can’t find one pineapple fried rice by myself.The table is huge and you feel like shouting to the person in front of you.If it a try if you are at KLCC.,neutral,3.0,tripadvisor,"Chakri Palace, KLCC",KL
"Food was once good, but standard isn’t consistent. Sometimes the fried bitter gourd would be so oily and soggy that it’s difficult to eat. Fried chicken is overcooked and dried. Staff are okay though. Cleanliness could be improved.",neutral,3.0,google,Sri Nirwana Maju Restaurant - Bangsar,KL
The.environment is cosy and romantic...^^,neutral,3.0,google,Skillet KL,Petaling Jaya
Ok,positive,4.0,google,On 3 Kopitiam,Kuching
Food and price is good.,positive,4.0,google,Andrew's Kampung,Penang
Service sucks. My group of 5 was asked to sit separately at 2 different tables (3 adults to one; and 1 adult and 1 child to another table). That's not an issue at all to me as I know that this is to adhere to the SOP that's in place.,negative,1.0,google,"Dolly Dim Sum, NU Sentral",Petaling Jaya
RM168 for 4 persons dining on mother`s day are expensive.,negative,1.0,google,Kechara Oasis Vegetarian Restaurant,Petaling Jaya
"A great place! All in all, great service !! Food portions are really big and successful. Here you can taste the whole money! Paikko is clean. Here we also eat carnivores, for example. meatless pork and meatballs",positive,5.0,google,Mori Vegetarian Tea House and Residence,Melaka
"Had a delicious dinner at Miyabi this evening, prepared by Chef Yau and his team. Service was lovely, the food fresh and tasty and great ambiance.",positive,5.0,tripadvisor,Miyabi,Petaling Jaya
"We arrived in town on a Monday evening, had no idea that half the town closes on Mondays. We stumbled across this place, and it was by far the busiest restaurant despite only having one other table occupied (every where else was completely empty). We ordered two of the signature dishes and both were delicious. Service was ok. Overall I would recommend giving this place a go for their local dishes.",positive,4.0,tripadvisor,The Melting Pot,Melaka
"Eggs Benedict was served cold. It must have been a left over from another person's order. 
Never seen salmon like this either, I was questioning if it was even salmon.",negative,2.0,tripadvisor,La Bodega Pavilion KL,KL
"Lively, exotic, delicious food, good service!",positive,4.0,google,La Boca Latino Bar,KL
So much of hype on the Roti Valentine but it failed my expectation.  Just a typical Indian restaurant serving the local indian delicacy.  Its a popular hangout among locals here though.,neutral,3.0,tripadvisor,Valentine Roti,KL
"Visited the place during CNY weekend. We would not go there again for the following reasons:(1) They ask you to pay for tab water and they do not even refill your glass - you can buy next door mineral water for 1RM a bottle(2) Burger is so small but seems big as they put so much salad in it that takes the space(3) Burger ban, was not fresh, and warmed up making it crumbly - could not cut it with the knife(4) Burger comes on its own so we ordered some fries, that arrived 20 minutes before the burger...you can imagine that we did not have any fries left when the burger arrived....There are no toilets on premises, and you have to use public toilets that are smelly and have no toilet paper (male and female in same room) nor soap to wash your hand afterwards. Staff are friendly but that's about it.",negative,2.0,tripadvisor,Burps & Giggles,Ipoh
"Still crowded as usual and it's a popular restaurant for many tourist and executives from nearby offices. Place is clean, ambiance is good and service response is fast. Serving portion is reasonable but quality of good have slacken especially the ""Hakka Yong Tau Foo"".... Credit still goes to the ""Mui Choy Kao Yuk"" that goes very well with the steamed ""Mann Tou"".... This place is not cheap though.",neutral,3.0,tripadvisor,Hakka Restaurant,KL
the burnt cheese 🧀 cake is nice👍👍👍👍👍,positive,4.0,google,leaf & co. cafe,KL
"It's not a bad place. Don't get me wrong.But I feel that the place has been around so long that all reviews are a bit outdated.From what I've read, I gathered that both the quality of food and service has deteriorated.Essentially, what you're paying for is the atmosphere.",neutral,3.0,tripadvisor,Cafe Cafe,KL
"New restaurant in 1 Mont Kiara - good, clean look headlining: Wine; Small Plates; Firegrill. Designed for Western expat market, but food disappointing. We had tomato pasta, cheese slate and two sets of tapas. Pasta OK, Cheese plate showed too little variety and tapas poor compared to wide range of genuine tapas in KL. May be OK for pork fans, but chips done in pork fat were found unappetising by all.",negative,2.0,tripadvisor,The BAR°N @1 Mont Kiara,KL
Food was no good but good experience,neutral,3.0,google,Le Petit Chef - Kuala Lumpur,KL
"Easy and convenient, naans full of cheese backpackers style.Nothing special but price.",neutral,3.0,google,RSMY,KL
Ok,neutral,3.0,google,Sirocco Restaurant,Melaka
"The Steak was cook to perfection. The Manager Mr Tom, a great host. My 2nd time there and will be many more visits from me and friends.",positive,5.0,google,Pier 12 Seafood Tavern,KL
Nice dim sum.,positive,4.0,google,Foh San Restaurant,Ipoh
"Overall the food are salty, ordered Geoduck half shashimi and half sea urchin cook ( it was terrible). Should have just take full shashimi but even so the Geoduck is not sweet, Unique Seafood is fresher. Portion are big thou.",neutral,3.0,google,Bali Hai Seafood Market,Penang
"Food taste is average , no condiments like papadum , pickle and chutney which is an important criteria for an Indian restaurant, couple of service staff were there with a good attitude , food is pricey , menu is with common dishes nothing special",neutral,3.0,tripadvisor,Village Briyani Cafe,JB
"Absolutely Beautiful Environment The Bento Set Was Delicious Especially The Teppanyaki and Sashimi... Big Big Big Thanks To Sandra & Team (Zuraini, Saiful, Azura, Gabriel) The Service Was Really Good!!! Thank You So Much Guys",positive,5.0,tripadvisor,Iketeru Restaurant,KL
"After 1h of waiting, we only got drinks with yellow piece of plastic in one (possibly a part of a fridge or a blender) and one meal out of 6 we ordered. The one meal we got was noodles with seafood, wich didn't look eatable and tasted like instant chinese soup. Prices are high.Worth one star for a good looking interior.",negative,1.0,tripadvisor,Bla Bla Bla,Kuching
Noce place... price reasonable,neutral,3.0,google,FuduBa Japanese,Miri
Nothing much la..,negative,1.0,google,天香 永平手工鱼丸 Tian Xiang Fish Ball,JB
bit expansive...n hidden place,negative,2.0,google,Restaurant Siu Siu - Sungai Besi,Petaling Jaya
Good Breakfast,positive,4.0,google,Ashoka Curry House,JB
Had dinner for 10 pax in a private room.Staff not well trained to handle wine and generally not inexperienced in serving food.The tomahawk and ribeye steaks were overcooked resulting in dry hard meat. Timing of serving was bad as all the food came out simultaneously.Pricey and overrated.,negative,2.0,tripadvisor,Vantador,KL
"It is true that the place is small, but the food is made with love",positive,5.0,google,ATLANTIS RESTAURANT,Langkawi
"Delicious lychee mojito, the best I ever had!",positive,5.0,google,Cafe ETC,KL
I came up to this place occidentally very tasty and it is crowded I prefer ordering fresh food. It’s cheap by the way,positive,4.0,tripadvisor,ABC Bistro Cafe,KL
"history buffs know that James Brooke was the White Rajah but a few may be surprised to find a James Brooke Bistro smack in the middle of Kuching. Staying in Hilton, we spied from above this quaint detached house which we found out was a restaurant. so we decided to check it out by walking along the waterfront. with half a dozen frozen cats in their statuesque beauty serving as a sort of mascot outside, we saw a beautiful restaurant devoid of aircon that stood alone and aloof in the garden. venturing inside, we notice wood interior adorned with Sarawak motifs. ordered three fish dishes: two dory and one we could not recall that was fried as fish and chips. all three plates were well presented with salad and dip sauce. sharing all three a la musical chairs, my family concluded that it was pedestrian and not as alluring as made out by its menu which came with catchy titles and a bit of history of each dish. hope the chef could improve the food as the location was fantastic especially for tourists hoping to share a bit of Sarawakian history while enjoying their food.",neutral,3.0,tripadvisor,James Brooke Bistro,Kuching
The usual,neutral,3.0,google,Spice Garden,Langkawi
"Food was really tasty and flavourful, clearly reaching the standards of authentic baba nyonya food. Service was satisfactory as well. The only downside is on the price and portion of the food. Portion is a little too small. Taste was worth the price but value is slightly off.",positive,4.0,google,Bulldog Malacca,Melaka
"Food was good but please add your numbers of floor crew or change them very poor. Sorry to say but yes . But would love to appreciate the food was great . To the people who are hungry please do not go to this place ,the food will arrive after you dead and such a racist place",negative,1.0,google,Bali Hai Seafood Market,Penang
Can try Laksa Spacial and pok here.,positive,4.0,google,Lau Ya Keng Foodcourt 阳春台茶室,Kuching
"Worst Italian restaurant in Ipoh.. the basic Italian  bolognese is so salty and taste worse than food court's pasta but 5 times more expensive. Overrated, overpriced, worst restaurant to celebrate New year Eve. Smokers all over the place !",negative,1.0,google,Marianis@7,Ipoh
Great food and service. One of the best Indians cuisines ever. My favourite is the lamb biriyani and the cheese naan,positive,5.0,google,Khan’s Indian Cuisine,Petaling Jaya
Food is good as usual but this time around the manager named Edwar was rude. Somehow he made us feel like we are cheap just because we use the Entertainer App for discounts.,negative,1.0,google,La Risata Bar Pizzeria Ristorante (Damansara),Petaling Jaya
Crepe is good wafer tasty  good for teatime.,neutral,3.0,google,Fifty Trees,JB
"Review of ambience only, didn't get to try the food. The interior is alot darker and cramped than expected. Could just be the crowds that day. Also they have a pretty serious problem with house flies. Did not help the vibe at all. Left without ordering.",negative,2.0,google,The Replacement - Lodge & Kitchen,JB
Food was not okDura is simply another restaurant,negative,1.0,google,Colonial India Restaurant,Langkawi
"Given the reputation that this restaurant carries, I find it quite disappointing that although the food was tasty (when eating), after an hour or so, I became very thirsty...normally this means the use of some artificial flavoring. I ate",negative,2.0,google,Damansara Uptown Hokkien Mee (Uptown-HQ),Petaling Jaya
"We really enjoyed all the food here, after a mediocre hotel dinners the nights before. Very reasonable prices as well and great service from our waiter, Rusty, who was really attentive, nice and considerate to our 4yo son. Would come again and probably will.",positive,5.0,tripadvisor,Kota Dine & Coffee,Penang
"Went with friends ; a party of 8. No aircon so uncomfortable, music too loud. Waited ages to order some beers and get the menu. Onion bhajis ordered by an early arriver were good but soon went, food took an age to come, Small portion,not that it mattered as the food was not good and went uneaten, so left hungry. Someone else took the bill, but beers were expensive.Dont be conned by teh supposed appeal of a 'banana leaf' curry, this food is just bad, and in any case eating curry using hands is best left to experts..",negative,2.0,tripadvisor,Passage Thru India,KL
Best place for shisha..spi.... Mihad the champion dude.,positive,5.0,google,Canopy Lounge Rooftop Bar KL,KL
Bad service! We just called for reservations but answer back with just walk in and with a bad temper. We ask about parking around too but just a answer with park anywhere you want...Such bad response had already deterd us from eating in this restaurant !,negative,1.0,google,SamFu Restaurant,Melaka
"We had a few dishes and found it average.  Location was easy to find.  Parking was convenient too.

Table reservations preferred.

I'm sure there are better nonya restaurants in malacca.",neutral,3.0,tripadvisor,Nancy's Kitchen Restaurant,Melaka
Table,neutral,3.0,google,Canning Dim Sum,Ipoh
Attitude of staff need improvement,negative,2.0,google,"Tom, Dick & Harry's, Oasis Square",Petaling Jaya
"Found hair at one of the foam sauce , complained to Manager , He said to me , your hair also long 🙈, paying RM 700 per pax , service like food court . Disappointed",negative,1.0,google,Entier French Dining,Petaling Jaya
"We were here to celebrate our friend's birthday and booked the Business Class meal packaging around RM499. The walking path is not properly done, we all had a hard time walking to the lounge in our high heels.Each of us was given TWO free cocktails (based on the package we have purchased) have to be consumed in the lounge and could not be brought up to the plane. However, after we purchased a bottle of wine they told us it is alright for them to transfer our cocktail on board. We felt they were trying to scam us in paying for more alcoholic.I was extremely disappointed with every dish that is served. They all tasted like overnight food and it shouldn't be the case based on the price they are charging.They allowed outdoor photo taking, the view around the plane is horrible so what sort of photo do you expect? And they were charging RM99 to have all the hard and soft copy of your photos. I didn't bother paying any additional cents and definitely not recommending anyone to consider.",negative,1.0,tripadvisor,Plane In The City,KL
Lovely lens mug. Nice atmosphere and good service.,positive,5.0,google,Soul Cafe,Penang
mediocre food,positive,5.0,google,Selvam Restaurant,Melaka
"A really good Addition to the Kuching eating Scene, clean modern with nice atmosphere. 

Peridot has both an Anytime and Dinner menu which both are present efficently with good taste.

Try the salmon it is an excellent choice well priced and moist when served.",positive,4.0,tripadvisor,Peridot Kuching,Kuching
"Came here the first time for friend's birthday, love the design, atmosphere and the food immediately, for it comes at a good value with generous portion, I ordered the honey roasted chicken with pasta. Both were great and we all had a great",neutral,3.0,google,After Black,Petaling Jaya
"THE WORST PIZZA I'VE EVER TASTED. First of all, when me and my gf was standing infront of the restaurant, the waiter told us that we have to wait around 15 - 20 mins to let them sanitize the table but there's just few table of customers",negative,1.0,google,POP PIZZA,Petaling Jaya
"Arrived at about 12noon to try this out..Place was empty. As we (4) were eating customers started to come in. Then maybe 2 bus loads of tourist arrived and the staff just could not cope, and service dropped to zero. Being a Nonya food connoisseur I rate the food as average. I know of better places in Malacca. When we asked for Chendol after the meal they said that have no more. I believe that they were either too busy and short handed, or have to make the nearly 100 servings for the bussed tourists. Verdict: Not impressed. Over hyped.",neutral,3.0,tripadvisor,Restoran Nyonya Suan,Melaka
"We had chicken curry, peppered beef and beef randang. None of them were great to be honest. I'd go elsewhere.",negative,2.0,tripadvisor,Helena's Cafe,Penang
"We have been going to Busaba for a few years but of late the food quality has gone down and is disappointing. Maybe it's a new chef or just getting slack. The green chicken curry had 10% chicken and way too much raw chilli. The taste was not good and upset my stomach for the next 12 hours. Also the fried tofu was stale and poorly cooked. Tastes like shop bought pre cooked tofu lightly fried with a mostly chilli gravy. Very very disappointing and at EM23 per plate quite expensive. The Thai fish cakes were the redeeming plate, but in reality, I can cook better at home. Overall service was good but the food quality disappointing.",neutral,3.0,tripadvisor,Busaba,KL
"I went to the Rabbit hole because I'd seen good reviews and in general the bar has a good vibe and is quite welcoming. However they do provide a very misleading price list in order to make their drinks appear cheaper. If you look at the attached photo it's easy to see how much they claim to charge for 3 pints/5 mugs, but it's really difficult to see the small print (even in real life) that informs you that there an additional 16% service and get charge on top of the displayed price!I'll also add that it's my first bar and first night drinking in KL so this may be common practice here but if it is, I'd recommend not believing what you see!",negative,1.0,tripadvisor,The Rabbit Hole,KL
"Drop-by at least once a year. Especially during Chinese New Year. This year (2019), prices gone up, standard went down. Sigh.",negative,2.0,google,Eastern Dragon Restaurant,JB
Nice place for celebrate birthday,positive,4.0,google,SideWalk,Kuching
"Had to reorder two times because they had ran out of some item. Each time it took them 10-15 minutes to find out and take a new order. It took a really, really long time to finally get our food.",neutral,3.0,google,El Toro Langkawi - Mexican Bar & Grill,Langkawi
"I expect this to be very delicious, but it’s just normal. And the prices is very high. The staff is nice, but the place is too loud.",neutral,3.0,google,Din Tai Fung 鼎泰豐 at The Gardens Mall,KL
"Best restaurant in Langkawi, the food is so good and the people are very nice, definitely come here to eat.",positive,5.0,tripadvisor,Breizh Up - CLOSED,Langkawi
"👎👎劝大家，别来！不要花钱还要看服务员脸色受罪，尤其是她们的女员工，莫名其妙自己送餐送错餐桌，还对我们翻白眼，无言，食物味道还可以..... 啦
 服务态度真的需要改，上菜真心慢！！！人手不足，客人多，什么都是借口，好的餐厅不管客人多还是少，态度还是要有！！！！The servant's attitude seriously poor, so rude. Poor service is inexcusable👎",negative,1.0,tripadvisor,Bert's Garden Seafood,Melaka
Really uneducated arrogant waiter.  Can't accommodate a simple vegetarian dish. It was so absurd that they can't do a egg fuyong without putting in meat. Don't disappoint yourself by going to this restaurant.,negative,1.0,google,Bali Hai Seafood Market,Penang
"Ambiance and service was great. Recommend  roaster duck👍🏻 Sweet and sour pork nothing special with the ice, I ate only more flour than pork.",neutral,3.0,google,Restaurant Loon Sing (JB) Sdn Bhd,JB
The food was excellent but the service left a lot to be desired. Chicken meal for 2 was enough food and you get two bottomless drinks. Cost 60 MYR not to bad value. Get the waitresses to smile will help.,positive,5.0,tripadvisor,Nando's Nu Sentral,KL
"Went for a birthday celebration and turned out on time for the reservation. We were immediately greeted by one of the chefs who took us a for a quick kitchen tour and explained to us how the restaurant concept was, including their efforts to reduce wastage leading to their decisions to use the extra products to make spreads or produce.We were seated promptly, and each course was brought out and explained to us. We had a total of sixteen or seventeen courses, which we included a juice pairing with. I’m not the most adventurous food person but I found each course absolutely delicious - I only refrained from having one of the desserts because I don’t take durian. The service, the quality of the food and the plating were impeccable.My husband has been to a few Michelin star restaurants and believes that the experience was comparable. Would recommend it if you love food and are adventurous - for those who aren’t it might not be the best option.",positive,5.0,tripadvisor,Dewakan Restaurant,KL
"A nice place to have a sip of oat latte while reading rupi kaur books,the owner of the cafe are friendly people and please try their lotus biscoff cashew cake,it's delicious! worth to splurge your money on vegan food",positive,5.0,google,Kolma Langkawi,Langkawi
there are better places in KL to visit and with staff disinterest I wouldn't bother. Wine is overpriced.,negative,2.0,tripadvisor,443 Bar Lounge,KL
"We went for the New Year a Day Sunday a Brunch and had expected a great feast being a New Year. We were not disappointed and indeed lots of food that I had to strategise my priorities. The roast tempted me and that was a whole leg of beef. It looked very dry and I asked for a fatty cut with burnt crust. There was a separate piece probably not part of the leg that the chef cut for me. Fat was nice but the near was dry just like the leg, hence, a bit tough. Sashimi offerings are the usual cheap fare - butter fish, tuna, salmon and a white fish. Plain and not palatable. Then I next tried the bbq fare and they are reasonably good and well marinated. Smoked duck in cold platter was ordinary and we didn't finish. Mushroom soup was also ordinary and I had expected this to be great coming from a reputable restaurant in 5 Star Hotel - I had a few sips and gave up probably also detected some burnt smell. There are plenty of choices of cold crustaceans - impressive list made up of yabbies, Morton bay bugs type, prawns, crayfish, scallops, oysters and mussels. I picked one or two each and forced myself to finish so as not to waste food. Oysters despite my selections are tiny paper thin flesh. Crustaceans are cold and bland. Lastly to hope to end well we hit the desserts also with excellent selections - these saved rage day. In summary the presentation and deco got us all worked up and excited but when we started eating they failed miserably. Not the quality I expected if a much hyped establishment with quite a long history and experience. I will never come back to eat again.",neutral,3.0,tripadvisor,Shook!,KL
"At Williams Corner, they don't have a menu for you to look at and for first timer, you have to Googled the menu but the price are not up-to-date. The portion are HUGE and they don't have a kid size portion. For someone whom eat little, this",neutral,3.0,google,Williams Corner,Petaling Jaya
You have to say it yourself.,neutral,3.0,google,Khan's Taj Restaurant,Miri
"The restaurant is rather new and comfortable. The satay (chicken and pork) are tasty and succulent. However, the sauce is not to my liking.",neutral,3.0,tripadvisor,Suukee Satay Melaka,Melaka
"The chicken was fresh and juicy, though it was not as tender as I expect; the rice ball was fluffy, the cabbage was good. I wish to try their asam fish head in my next visit! I actually visited the restaurant in a Thursday morning so there was no queue. We got to enjoy the chicken rice slowly and steadily without afraid of keeping others to wait under the Sun!",positive,5.0,tripadvisor,Hoe Kee Chicken Rice Ball,Melaka
"For roast pork lover u won't disappoint with this place, roast pork is tender with crispy skin texture although maybe a bit too fat for those not keen on fat type. Food portion is generous for price paid but Cha siew we ordered today is",neutral,3.0,google,Boon Signature Roast Pork,Petaling Jaya
"I love Thai food but this place needs serious improvement. My pad krapao was oily, too spicy and in small portion. The pandang chicken was OK but also quite small. Even the rice was not good.I will go back to the chicken rice place ; good taste, good portion and much less expensive",negative,2.0,tripadvisor,The Thai Authority,KL
Expensive and food are on the average. Pizzas are okay.,neutral,3.0,google,Bella Italia,Kuching
"My review is for KLCC outlet. We had a dinner here. I choose a fried rice or in Malay, ""Nasi Goreng"". Good food, not too oily and suited my taste. For desert, we choose banana ice cream. The hot fried banana with vanilla ice cream is a well combination, love it!",neutral,3.0,tripadvisor,Madam Kwan's KLCC,KL
"Staffs were not friendly. Smile more next time! at least say ""welcome"". Anyway, view was spectacular but mood ruined by bad service. Didnt feel welcome in this place. Will not come again.",negative,1.0,google,Rooftop 25 @ Hilton Garden Inn Kuala Lumpur,KL
Great spot! On the beach. Sunset views! Just had beer and appetizer this time! Will definitely be coming back. Menu selection looked very good! Loved the way they bring your beer in its own ice bucket!,positive,5.0,tripadvisor,Thirstday Bar And Restaurant,Langkawi
best famous dim sum in town...quality & variaty of dim sums....,positive,5.0,google,Foh San Restaurant,Ipoh
"Visiting this seafood restaurant for the second time did not disappoint me, but this time I was pleasantly surprised ❤! This time I ordered a piece of Shunke fish and it was just steamed. The point is still very",positive,5.0,google,Yi Jia Seafood Sdn. Bhd.,JB
"You can enjoy 25-30 Rm of Chinese cuisine and an open atmosphere, but it is too famous and the cospa is too low. If you go once, the second day is recommended except Jalan Arrow",neutral,3.0,google,Restoran Sai Woo,KL
"Personal opinion the food are so so only. The sweet and sour crab not tasty, BBQ sting ray fish is famous at average taste . However, serving time is fast.",neutral,3.0,google,Ah Chui Seafood,Penang
Nice ambience Good fusion food Try the beef cheek,positive,4.0,google,"Gastro Sentral, Le Méridien Kuala Lumpur",KL
Laksa and Durian Coffee is delicious 😚,positive,5.0,google,My Own Cafe,Penang
Penang guy here. Overated nasi kandar for its reputation. Meh~ tasting.. the only upside its the price,negative,2.0,google,Mohd.Yaseem Nasi Kandar Restaurant,KL
"5 star for service: very friendly staff, fast service1 star for food quality: pizza made with processed tomatoes, low quality dough, pancake and waffle most probably made with ready supermarket mix, they use",negative,1.0,google,Antipodean Cafe,Petaling Jaya
"Geographer Melaka probably needs to update their menu and its presentation, it looks a bit grimy and tattered, but the service on 26/7 Sunday is excellent. Attentive and alert, he made the difference.",neutral,3.0,tripadvisor,Geographer Cafe,Melaka
"With all the great choices for food in KL, if you're after a good food choice, avoid this restaurant. If you're after the view, just order a bottled beer or wine you've enjoyed before, and skip the food and enjoy the scenery of KL. Hopefully you don't sit near a large group of screaming drinkers like we had to, with the staff doing nothing to make our experience less annoying. Servers added nothing to the charm, though the piano player was trying his best to establish an atmosphere despite the screaming drinkers.....",negative,2.0,tripadvisor,Atmosphere 360 Revolving Restaurant,KL
Good fine dining,neutral,3.0,google,The Spice Kitchen,JB
Very rude people serving food. Had to wait to be served despite ordering earlier just because we had a voucher meal.,negative,1.0,google,Lim Ko Pi,Ipoh
Serving time GOODOrder accuracy BELOW AVERAGEQuantity BELOW AVERAGE,neutral,3.0,google,乐天酒楼,Kuching
"harga tak berbaloi dengan kualiti. servis cas terlalu mahal. xberbaloi. yg amik order pn x ramah. we order the signature cajun sos, but . i think better i cook at home. not sure wht taste is it. music is too loud. luckly my baby dah biasa dgn bising. kalau berborak pn tak dgr. kne ckp kuat2. kuantiti just not bad. tp utk harga n rasa tu mybe tak berbaloi. then i order lamb blackpapper.. it taste like hmmm..n lemon ice too sour.. no more repeat!",negative,1.0,tripadvisor,Ombak Kitchen,Shah Alam
"Excellent fusion food.  They have creative recipes that are prepared really well combining Indian, Chinese and Thai flavors.  The manager was very friendly and helpful and I would highly recommend buying their 3-year DCG membership if you",positive,5.0,google,The Spice Kitchen,JB
"Strategic located lower ground floor of Shoppes in Four Seasons Place. Only a stone throw from KLCC.It does have a wide range of hawkers food, served in a cramped seating. Just a pricey version from upwards of MYR 10.50 to 15 plus. There are some favourite like CKT, Laksa, Chicken rice and more by choice, portion is generally small.",neutral,3.0,tripadvisor,Malaysia Boleh,KL
"I would like to prefix this review by saying that the actual food we had during our visit was good (if not great value), but what has really brought this rating down was the terrible service we experienced.Never ones to normally eat at the hotel where we are staying, my partner and I chose to visit Gobo Upstairs whilst staying at the Traders hotel due to the appeal their Australian Week presented. When we arrived at the restaurant (on a Tuesday night) there was just us, another couple and then what looked to be a work meeting involving 10-15 business men and women. Basically, not a busy restaurant in the slightest. We ordered drinks (a gin and tonic for myself and a beer for my partner) , with the plan being to get one of the Australian wines featured once those were finished. A waiter came over shortly after to take our food order, and we sat back to wait for our drinks. And waited. And waited.After about 10-15 minutes we got the attention of one of the floor staff, and inquired politely as to if our drinks were being prepared. I would like to point out at this point that my partner works in the service industry, and as a result we would normally give the benefit of the doubt for any delays, mistakes etc. as he can empathize with the staff. The staff member apologised, and said our drinks would be over shortly. Roughly about 10 minutes later our starters were delivered, but we were yet to receive our drinks. When the starters arrived we once again inquired as to where our drinks were, and were told, again, that they would be over shortly. In the end, they were not delivered until our starters had been cleared away. In the meantime, another family had arrived in the restaurant, been seated and served their drinks and starters whilst we were still waiting for ours. Putting a damper on the evening, we enjoyed our main course and would have liked to have had dessert - unfortunately, no staff ever offered it or brought us a dessert menu. After about 10 minutes of waiting (yet again), we'd had enough and decided to just get the bill and go elsewhere. Despite numerous staff going past our table, not one stopped to see if there was anything else we needed, or even glanced in our direction (most likely due to occupational embarrassment or not wanting to acknowledge the state of our evening's experience).In the end, my partner had to do the thing he hates people doing the most - standing up and waving his arms until someone came over. The bill was then delivered, although we insisted that the service charge be removed, due to lack of service we received (although this required us to complain to a variety of waiters at excruciating length until we spoke to the maitre d'). Reading about other customers experience around the time we visited really seems to highlight that although in a prominent location, Gobo Upstairs really does need to work on its customer service. I would not recommend this restaurant unless you were staying at Traders and desperate not to go out elsewhere.",negative,2.0,tripadvisor,Gobo Upstairs Lounge & Grill,KL
